term,polarity,language
豪宕だ,positive,ja
豪宕です,positive,ja
豪放だ,positive,ja
豪放です,positive,ja
豪放と,positive,ja
豪放の,positive,ja
轟かせる,positive,ja
腰が強い,positive,ja
腰が低い,positive,ja
骨太だ,positive,ja
骨太です,positive,ja
骨太と,positive,ja
骨太の,positive,ja
懇ろだ,positive,ja
懇ろです,positive,ja
懇篤だ,positive,ja
懇篤です,positive,ja
混ぜることができる,positive,ja
混ぜることはできる,positive,ja
差がない,positive,ja
差はない,positive,ja
座りやすい,positive,ja
座ることができる,positive,ja
座ることはできる,positive,ja
最上だ,positive,ja
最上です,positive,ja
最上と,positive,ja
最上の,positive,ja
最上級だ,positive,ja
最上級です,positive,ja
最上級と,positive,ja
最上級の,positive,ja
塞ぐことができる,positive,ja
塞ぐことはできる,positive,ja
塞げる,positive,ja
犀利だ,positive,ja
犀利です,positive,ja
細心だ,positive,ja
細心です,positive,ja
細密だ,positive,ja
細密です,positive,ja
細緻だ,positive,ja
細緻です,positive,ja
細緻と,positive,ja
細緻の,positive,ja
際だつ,positive,ja
際立つ,positive,ja
冴える,positive,ja
三拍子そろう,positive,ja
三拍子揃う,positive,ja
燦燦だ,positive,ja
燦燦です,positive,ja
燦燦と,positive,ja
燦燦の,positive,ja
燦然,positive,ja
燦爛だ,positive,ja
燦爛です,positive,ja
燦爛と,positive,ja
燦爛の,positive,ja
賛成,positive,ja
賛同,positive,ja
斬新だ,positive,ja
斬新です,positive,ja
仕合せだ,positive,ja
仕合せです,positive,ja
使いやすい,positive,ja
使い易い,positive,ja
刺激的だ,positive,ja
刺激的です,positive,ja
思い切りのいい,positive,ja
思わしい,positive,ja
旨い,positive,ja
至れり尽くせり,positive,ja
至高だ,positive,ja
至高です,positive,ja
至高と,positive,ja
至高の,positive,ja
至便だ,positive,ja
至便です,positive,ja
至便と,positive,ja
至便の,positive,ja
試し乗りできる,positive,ja
試すことができる,positive,ja
試すことはできる,positive,ja
試せる,positive,ja
歯牙にかけない,positive,ja
事足りる,positive,ja
似あわしい,positive,ja
似つかわしい,positive,ja
似合いだ,positive,ja
似合いです,positive,ja
似合いと,positive,ja
似合いの,positive,ja
似合しい,positive,ja
慈しむ深い,positive,ja
慈愛深い,positive,ja
慈悲深い,positive,ja
持ち運べる,positive,ja
持ち歩ける,positive,ja
治せる,positive,ja
耳が肥えるている,positive,ja
自若だ,positive,ja
自若です,positive,ja
自若と,positive,ja
自若の,positive,ja
自信たっぷりだ,positive,ja
自信たっぷりです,positive,ja
自信たっぷりと,positive,ja
自信たっぷりの,positive,ja
自信作,positive,ja
自分向き,positive,ja
質感がある,positive,ja
質感はある,positive,ja
質実剛健だ,positive,ja
質実剛健です,positive,ja
質実剛健と,positive,ja
質実剛健の,positive,ja
実直だ,positive,ja
実直です,positive,ja
実直と,positive,ja
実直の,positive,ja
実用的だ,positive,ja
実用的です,positive,ja
捨てることができる,positive,ja
捨てることはできる,positive,ja
酌み交わせる,positive,ja
若々しい,positive,ja
若い,positive,ja
若若しい,positive,ja
取り扱いやすい,positive,ja
取り回しやすい,positive,ja
取り消すことができる,positive,ja
取り消すことはできる,positive,ja
取り消せる,positive,ja
取り替えることができる,positive,ja
取り替えることはできる,positive,ja
取ることができる,positive,ja
取ることはできる,positive,ja
取消せる,positive,ja
守ることができる,positive,ja
守ることはできる,positive,ja
手がたい,positive,ja
手がるい,positive,ja
手ごたえがある,positive,ja
手ごろだ,positive,ja
手ごろです,positive,ja
手っとり早い,positive,ja
手っ取り早い,positive,ja
手ばやい,positive,ja
手びろい,positive,ja
手軽い,positive,ja
手堅い,positive,ja
手厚い,positive,ja
手広い,positive,ja
手早い,positive,ja
手速い,positive,ja
手抜かりない,positive,ja
手抜かり無い,positive,ja
趣がある,positive,ja
受け取ることができる,positive,ja
受け取ることはできる,positive,ja
秀でる,positive,ja
秀悦,positive,ja
秀麗だ,positive,ja
秀麗です,positive,ja
終えることができる,positive,ja
終えることはできる,positive,ja
住むことができる,positive,ja
住むことはできる,positive,ja
住める,positive,ja
充溢,positive,ja
充分だ,positive,ja
充分です,positive,ja
十二分に,positive,ja
十分だ,positive,ja
十分です,positive,ja
柔かい,positive,ja
柔らかだ,positive,ja
柔らかです,positive,ja
柔らかい,positive,ja
俊敏だ,positive,ja
俊敏です,positive,ja
俊敏と,positive,ja
俊敏の,positive,ja
純良だ,positive,ja
純良です,positive,ja
純良と,positive,ja
純良の,positive,ja
順応,positive,ja
庶民的だ,positive,ja
庶民的です,positive,ja
女らしい,positive,ja
勝る,positive,ja
勝れる,positive,ja
奨めだ,positive,ja
奨めです,positive,ja
奨めと,positive,ja
奨めの,positive,ja
奨める,positive,ja
小粋だ,positive,ja
小粋です,positive,ja
小ぎれいだ,positive,ja
小ぎれいです,positive,ja
小意気だ,positive,ja
小意気です,positive,ja
小器用だ,positive,ja
小器用です,positive,ja
小器用と,positive,ja
小器用の,positive,ja
小気味好い,positive,ja
小気味よい,positive,ja
小才の利く,positive,ja
小躍りする,positive,ja
床しい,positive,ja
消すことができる,positive,ja
消すことはできる,positive,ja
消せる,positive,ja
省くことができる,positive,ja
省くことはできる,positive,ja
省ける,positive,ja
賞賛に価する,positive,ja
賞嘆,positive,ja
上々だ,positive,ja
上々です,positive,ja
上位だ,positive,ja
上位です,positive,ja
上位と,positive,ja
上位の,positive,ja
上級だ,positive,ja
上級です,positive,ja
上級と,positive,ja
上級の,positive,ja
上向く,positive,ja
上根,positive,ja
上手い,positive,ja
上出来だ,positive,ja
上出来です,positive,ja
上上吉だ,positive,ja
上上吉です,positive,ja
上上吉と,positive,ja
上上吉の,positive,ja
上等だ,positive,ja
上等です,positive,ja
上等と,positive,ja
上等の,positive,ja
情が深い,positive,ja
情け深い,positive,ja
情深い,positive,ja
拭くことができる,positive,ja
拭くことはできる,positive,ja
拭ける,positive,ja
殖やすことができる,positive,ja
殖やすことはできる,positive,ja
殖やせる,positive,ja
色鮮やかだ,positive,ja
色鮮やかです,positive,ja
色っぽい,positive,ja
色気がある,positive,ja
伸ばすことができる,positive,ja
伸ばすことはできる,positive,ja
伸ばせる,positive,ja
伸びがある,positive,ja
伸び伸び,positive,ja
心ある,positive,ja
心づよい,positive,ja
心安い,positive,ja
心温まる,positive,ja
心掛ける,positive,ja
心強い,positive,ja
心丈夫だ,positive,ja
心丈夫です,positive,ja
心憎い,positive,ja
心地良い,positive,ja
心地よい,positive,ja
心地好い,positive,ja
心置きない,positive,ja
慎ましい,positive,ja
慎む深い,positive,ja
新規加入できる,positive,ja
深遠だ,positive,ja
深遠です,positive,ja
深奥だ,positive,ja
深奥です,positive,ja
深奥と,positive,ja
深奥の,positive,ja
深切だ,positive,ja
深切です,positive,ja
申し込むことができる,positive,ja
申し込むことはできる,positive,ja
申し込める,positive,ja
申込むことができる,positive,ja
申込むことはできる,positive,ja
申込める,positive,ja
真っ正直だ,positive,ja
真っ正直です,positive,ja
真新しい,positive,ja
神々しい,positive,ja
神神しい,positive,ja
紳士的だ,positive,ja
紳士的です,positive,ja
親しい,positive,ja
親しみやすい,positive,ja
身が軽い,positive,ja
身ぎれいだ,positive,ja
身ぎれいです,positive,ja
辛棒づよい,positive,ja
辛抱づよい,positive,ja
辛抱強い,positive,ja
人あたりがいい,positive,ja
人のいい,positive,ja
人懐っこい,positive,ja
人気がある,positive,ja
人情が厚い,positive,ja
人目を引く,positive,ja
尋常だ,positive,ja
尋常です,positive,ja
水際立つ,positive,ja
粋人だ,positive,ja
粋人です,positive,ja
粋人と,positive,ja
粋人の,positive,ja
酔える,positive,ja
瑞々しい,positive,ja
瑞瑞しい,positive,ja
崇高だ,positive,ja
崇高です,positive,ja
数少ない,positive,ja
澄んだ,positive,ja
澄明だ,positive,ja
澄明です,positive,ja
澄明と,positive,ja
澄明の,positive,ja
世界最高だ,positive,ja
世界最高です,positive,ja
世界最高と,positive,ja
世界最高の,positive,ja
世話がない,positive,ja
世話好きだ,positive,ja
世話好きです,positive,ja
世話好きと,positive,ja
世話好きの,positive,ja
勢いがある,positive,ja
整然だ,positive,ja
整然です,positive,ja
整然の,positive,ja
整然と,positive,ja
正正堂堂だ,positive,ja
正正堂堂です,positive,ja
正正堂堂と,positive,ja
正正堂堂の,positive,ja
正善,positive,ja
正統派,positive,ja
清々,positive,ja
清々しい,positive,ja
清い,positive,ja
清新だ,positive,ja
清新です,positive,ja
清清,positive,ja
清清しい,positive,ja
清爽だ,positive,ja
清爽です,positive,ja
清爽と,positive,ja
清爽の,positive,ja
清廉だ,positive,ja
清廉です,positive,ja
清廉潔白だ,positive,ja
清廉潔白です,positive,ja
清廉潔白と,positive,ja
清廉潔白の,positive,ja
生やさしい,positive,ja
生き生き,positive,ja
盛りあがる,positive,ja
盛り上がる,positive,ja
盛栄だ,positive,ja
盛栄です,positive,ja
盛栄と,positive,ja
盛栄の,positive,ja
精しい,positive,ja
精細だだ,positive,ja
精細だです,positive,ja
精細だと,positive,ja
精細だの,positive,ja
精良だ,positive,ja
精良です,positive,ja
精悍だ,positive,ja
精悍です,positive,ja
誠意がある,positive,ja
静謐だ,positive,ja
静謐です,positive,ja
積み込める,positive,ja
積める,positive,ja
積極的だ,positive,ja
積極的です,positive,ja
絶大だ,positive,ja
絶大です,positive,ja
絶品だ,positive,ja
絶品です,positive,ja
絶品と,positive,ja
絶品の,positive,ja
先鋭だ,positive,ja
先鋭です,positive,ja
先駆的だ,positive,ja
先駆的です,positive,ja
先進的だ,positive,ja
先進的です,positive,ja
尖鋭だ,positive,ja
尖鋭です,positive,ja
尖鋭と,positive,ja
尖鋭の,positive,ja
洗い流せる,positive,ja
洗うことができる,positive,ja
洗うことはできる,positive,ja
洗える,positive,ja
洗練された,positive,ja
薦める,positive,ja
選ぶことができる,positive,ja
選ぶことはできる,positive,ja
選べる,positive,ja
鮮鋭だ,positive,ja
鮮鋭です,positive,ja
鮮鋭と,positive,ja
鮮鋭の,positive,ja
善良だ,positive,ja
善良です,positive,ja
善良と,positive,ja
善良の,positive,ja
楚々たる,positive,ja
楚楚だ,positive,ja
楚楚です,positive,ja
楚楚と,positive,ja
楚楚の,positive,ja
素晴らしい,positive,ja
素早い,positive,ja
訴えることができる,positive,ja
訴えることはできる,positive,ja
壮大だ,positive,ja
壮大です,positive,ja
壮麗だ,positive,ja
壮麗です,positive,ja
掃ける,positive,ja
操ることができる,positive,ja
操ることはできる,positive,ja
操るやすい,positive,ja
相応だ,positive,ja
相応です,positive,ja
相応しい,positive,ja
聡明,positive,ja
蒼古だ,positive,ja
蒼古です,positive,ja
蒼古と,positive,ja
蒼古の,positive,ja
蒼茫だ,positive,ja
蒼茫です,positive,ja
蒼茫と,positive,ja
蒼茫の,positive,ja
走りやすい,positive,ja
走り良い,positive,ja
走ることができる,positive,ja
走ることはできる,positive,ja
増やすことができる,positive,ja
増やすことはできる,positive,ja
増やせる,positive,ja
憎めない,positive,ja
造作ない,positive,ja
